id,user1_id,user2_id
316,72940,67392
317,41878,99992
318,72090,42095
319,74143,6275
320,99301,5000
321,46736,42306
322,44749,13302
323,93691,76357
324,95538,8065
325,70343,98848
326,15792,52028
327,11339,55228
328,10428,20111
329,51543,22624
330,90880,65215
331,2920,71460
332,78483,89248
333,47422,86501
334,22107,20263
335,38655,14558
336,96238,75403
337,50608,52370
338,93433,30471
339,66659,11196
340,605,40356
341,35574,82627
342,91263,57131
343,82627,34669
344,82009,40937
345,4832,77884
346,50286,43462
347,26104,90270
348,64121,56101
349,65463,16378
350,18730,4226
351,46322,4307
352,29090,58023
353,79226,47079
354,94288,32759
355,26875,5434
356,9056,96685
357,97338,71525
358,22810,56877
359,24320,33202
360,25464,24644
361,18588,1090
362,83389,58996
363,41751,57159
364,63543,9697
365,8275,94161
366,13967,94075
367,1326,55936
368,22328,44489
369,62590,90989
370,9324,44518
371,77916,81058
372,71070,47606
373,19077,97462
374,56153,11364
375,43395,28571
376,46030,5558
377,71204,93815
378,16266,72852
379,27950,43686
380,89041,95345
381,2731,9341
382,97188,78298
383,6753,77258
384,53379,69277
385,32552,59905
386,63995,47171
387,78854,28852
388,56495,66652
389,63589,3115
390,46154,97786
391,13496,46882
392,35373,39758
393,17056,89384
394,43971,5495
395,68911,60381
396,17713,64094
397,7230,27151
398,80114,90323
399,56525,74430
400,87496,38270
401,94276,82764
402,94602,10188
403,18854,95617
404,37936,81684
405,64645,45130
406,45012,83854
407,84691,51783
408,6745,41117
409,82965,74720
410,78701,17688
411,81483,16512
412,9761,81654
413,73048,47174
414,29219,30579
415,95067,21648
416,53126,89657
417,30461,44434
418,46398,18725
419,56833,92025
420,84261,30882
421,41450,84512
422,47735,87206
423,85799,17376
424,12123,11484
425,42469,33731
426,28252,80879
427,96350,50674
428,74657,10258
429,25093,20931
430,74716,44607
431,14097,64665
432,47636,87536
433,90035,31615
434,42263,29416
435,22943,41179
436,78981,44502
437,49275,64413
438,70419,18568
439,94796,97924
440,81754,90100
441,68547,63224
442,50261,91464
443,43501,77604
444,74510,17256
445,58300,39746
446,53658,77993
447,24775,44894
448,1344,38943
449,78466,3237
450,86443,37628
451,50443,42289
452,72433,81990
453,89178,94316
454,46432,6740
455,44348,4995
456,92076,37794
457,15781,12200
458,48842,25762
459,43077,91121
460,37590,74440
461,56897,19658
462,1376,40147
463,52237,36853
464,8354,1220
465,97416,8447
466,40943,61525
467,21386,46493
468,33402,76475
469,22098,81706
470,36636,46125
471,97573,41223
472,77637,11008
473,99573,73569
474,37385,8749
475,14381,88110
476,66386,13793
477,17713,71764
478,91767,81064
479,48885,74230
480,69541,61818
481,27372,48697
482,68568,97887
483,34544,90840
484,59336,22412
485,16913,61229
486,13210,83142
487,51578,35845
488,39473,43109
489,59859,80418
490,37436,47486
491,89621,82322
492,27716,32080
493,67588,22132
494,14932,23192
495,78167,81420
496,75465,68298
497,58040,22419
498,10490,30269
499,92323,64308
500,43587,87338
501,76552,64771
502,66479,38043
503,17440,70026
504,38735,42681
505,64019,82082
506,11775,61566
507,23367,30350
508,34893,14024
509,41081,88369
510,87877,97708
511,11547,42216
512,6824,32056
513,64332,84138
514,49229,37859
515,76454,2837
516,6573,90606
517,99380,18093
518,7813,38765
519,60638,95437
520,49771,38909
521,89443,28685
522,7892,40125
523,73295,11917
524,57711,15777
525,87243,70166
526,36132,50581
527,18242,1502
528,39091,76002
529,8583,72879
530,32811,28565
531,91530,11750
532,85391,32085
533,64134,9394
534,90967,31699
535,85745,85156
536,18679,94289
537,82332,9650
538,46181,71173
539,87304,69603
540,11249,31672
541,40539,97189
542,24449,22212
543,47743,86786
544,64845,61871
545,54829,59064
546,29660,30624
547,61772,33280
548,58367,57795
549,17904,65793
550,83788,75586
551,96842,22099
552,5307,79849
553,82519,13257
554,19873,50417
555,29151,6987
556,81593,77635
557,41616,57600
558,6571,17466
559,48740,1942
560,35114,15707
561,92588,285
562,25527,48882
563,63366,15611
564,61533,90419
565,72894,1648
566,12886,69884
567,87387,84652
568,32640,13450
569,57707,29989
570,36085,44124
571,75084,93246
572,26136,92971
573,92396,91688
574,30574,26492
575,76895,29929
576,71666,45912
577,28042,79998
578,77152,18357
579,41912,70334
580,39646,57795
581,87114,96556
582,52391,65674
583,74942,57494
584,1587,78680
585,65311,43294
586,17309,6891
587,32802,52661
588,95975,68744
589,81259,44410
590,10521,67943
591,7539,69657
592,30600,91466
593,587,51173
594,9180,51046
595,39805,95743
596,39607,68615
597,14662,33917
598,2251,42919
599,76285,28261
600,25278,72911
601,79479,16250
602,71426,34377
603,79592,22253
604,22000,5499
605,27000,23726
606,7974,74250
607,39928,60856
608,8666,11627
609,25797,85055
610,69579,65586
611,63144,64715
612,83992,96635
613,53857,9405
614,92110,67804
615,95305,38143
616,20420,91599
617,19634,94434
618,30099,94084
619,59863,94922
620,47371,20303
621,47278,86714
622,14324,16148
623,51303,95454
624,80087,22780
625,57240,11129
626,75655,76059
627,89460,19751
628,36149,51961
629,199,66667
630,66612,77586
631,43336,13602
632,90923,68153
633,98240,89466
634,50994,17613
635,49878,48063
636,90042,83914
637,41789,59461
638,7470,13785
639,12117,71091
640,55948,91017
641,97402,23284
642,33645,8857
643,48981,51970
644,62304,13878
645,28247,2656
646,11547,94318
647,65580,11275
648,59001,16361
649,89918,8243
650,99997,95525
651,37955,90306
652,51421,81627
653,42314,7729
654,41494,57052
655,57523,89089
656,41766,53480
657,20478,47842
658,42144,62384
659,52329,82789
660,44983,64899
661,4367,54005
662,24503,26513
663,34216,94973
664,50417,10928
665,47716,77653
666,41000,49527
667,97058,13217
668,23627,34751
669,88961,59704
670,29717,25063
671,81483,72505
672,351,59966
673,6013,48459
674,49010,84861
675,36222,37225
676,78692,91625
677,43320,84605
678,9119,25261
679,82150,10886
680,89775,29500
681,97090,52630
682,4792,98025
683,37521,48010
684,36612,8618
685,60202,70123
686,85112,34450
687,66961,57340
688,54788,35271
689,79896,91151
690,50745,94292
691,13126,8418
692,63436,72896
693,84695,96795
694,19129,43141
695,63982,85378
696,57995,52341
697,72877,48929
698,75733,74933
699,32726,73876
700,70327,85086
701,14803,93657
702,5917,6276
703,77231,50390
704,51544,57779
705,52014,96821
706,49615,36174
707,32401,86715
708,7598,68533
709,31207,37219
710,61188,24763
711,83151,76555
712,99300,62737
713,25859,78720
714,2140,2163
715,10440,91790
716,18103,74545
717,61208,62271
718,59791,76372
719,92068,14577
720,84429,49222
721,70024,31109
722,32377,89517
723,40276,17779
724,45456,10832
725,90918,32317
726,96944,6329
727,48201,35444
728,97481,45512
729,3239,91473
730,40590,38316
731,52836,9096
732,22676,64182
733,60402,22305
734,54192,341
735,31057,75428
736,1320,5353
737,55549,68394
738,5382,61561
739,47694,51487
740,96534,1582
741,85457,52427
742,69578,33639
743,22668,64180
744,19116,65979
745,70851,58350
746,79456,87870
747,91596,45386
748,11053,47999
749,76438,87799
750,1971,33313
751,33860,38395
752,18021,35543
753,66770,92687
754,13042,7858
755,8824,22203
756,57232,27998
757,50959,10139
758,11597,69653
759,77947,8724
760,92097,44531
761,22045,25439
762,58734,40722
763,3972,57059
764,16218,93404
765,4134,55911
766,75648,61519
767,69326,71382
768,72742,92984
769,94296,55347
770,64890,15092
771,73037,89700
772,93233,42142
773,33979,17228
774,12819,1178
775,10332,32561
776,31153,16232
777,6596,95216
778,76848,33953
779,95730,97804
780,74027,11311
781,58392,21991
782,42259,458
783,31370,59718
784,59523,34041
785,53439,77964
786,22231,95960
787,18207,49135
788,31705,47490
789,55851,42656
790,17010,87886
791,7743,9014
792,15851,64918
793,40893,14892
794,71467,39291
795,55011,19533
796,85635,2929
797,30893,86407
798,20159,77831
799,76730,46642
800,88030,71372
801,45202,58293
802,93601,53526
803,4343,63141
804,21959,90218
805,33576,51045
806,99251,39984
807,26782,31578
808,71767,3212
809,71612,98624
810,3320,2043
811,31054,79308
812,97898,45941
813,35154,52699
814,53818,84325
815,30449,89275
816,72035,17290
817,19992,86943
818,74852,6702
819,59536,95840
820,34908,9832
821,93639,47065
822,13737,59902
823,56804,42402
824,33756,41644
825,63133,43828
826,32971,15075
827,51209,67824
828,96031,24431
829,96432,52842
830,11981,76878
831,50548,59216
832,19239,19834
833,17023,62720
834,68330,22407
835,49280,80447
836,94525,84929
837,62809,36055
838,10072,46208
839,40887,71642
840,20871,10548
841,98130,99378
842,35327,13081
843,64963,36677
844,5710,3582
845,69373,70210
846,93905,66525
847,56772,23643
848,39810,80115
849,9801,41717
850,23432,75411
851,67461,34187
852,37367,57511
853,99279,84489
854,49519,55467
855,74674,45908
856,14627,54041
857,68517,16109
858,83128,63488
859,40126,92920
860,28653,13018
861,12325,29744
862,36308,27520
863,34259,47540
864,8564,67900
865,10124,92356
866,23624,93670
867,34618,7267
868,70306,24286
869,44866,5239
870,67085,54268
871,10533,47129
872,69063,11235
873,24585,26330
874,5793,12960
875,83711,34460
876,51990,28908
877,77153,11747
878,68111,84428
879,15463,53222
880,17383,54886
881,44011,99286
882,90692,54846
883,12279,81957
884,35175,87280
885,49994,8573
886,89259,87900
887,2923,53091
888,29872,40482
889,18015,96063
890,63647,85784
891,12520,7646
892,80702,68917
893,51803,99248
894,44107,73169
895,55031,45662
896,81647,21040
897,26363,79388
898,3086,50808
899,76385,78543
900,78809,83516
901,67082,98214
902,96259,48804
903,99009,26819
904,89997,71221
905,6438,26343
906,62215,87765
907,10255,2458
908,24929,16570
909,61856,65963
910,24676,32812
911,20346,87621
912,14422,32852
913,62724,5559
914,84643,16466
915,24048,49682
916,11955,33148
917,15451,27202
918,25183,47045
919,41920,74599
920,35800,23868
921,67119,44664
922,83155,47641
923,99381,76308
924,66063,74170
925,53772,68510
926,71616,17847
927,14766,60710
928,60421,6565
929,78487,11429
930,23805,24083
931,26342,66619
932,47746,54917
933,45806,24587
934,74389,60657
935,38476,77873
936,10982,12015
937,13252,17839
938,53113,14558
939,78226,33876
940,26435,41251
941,68281,32113
942,76236,67162
943,75186,58125
944,83012,97484
945,85389,10930
946,50180,53925
947,25424,86351
948,73311,26357
949,26985,73377
950,55383,31534
951,84693,52101
952,98567,26265
953,55335,52676
954,21213,17600
955,14836,53354
956,52413,87565
957,10931,14078
958,17331,46987
959,65402,78146
960,86321,42081
961,33854,12016
962,9928,93248
963,13384,76138
964,86318,85988
965,78435,23578
966,9559,28748
967,67337,74357
968,33128,64647
969,31912,65850
970,32190,80877
971,57633,87678
972,56910,55705
973,80202,83123
974,21150,15099
975,97490,7069
976,83619,36032
977,35621,56337
978,80505,33686
979,48934,5674
980,36065,80730
981,48586,62448
982,14542,79890
983,77146,61494
984,86837,12516
985,64974,41543
986,60599,76471
987,70156,44820
988,79581,39117
989,77993,55072
990,92428,56133
991,20841,83668
992,87216,57618
993,56304,48330
994,49177,29187
995,40852,68433
996,11390,90867
997,79447,23312
998,95542,16130
999,9855,23890
1000,4354,65554
1001,90175,22266
1002,89737,47634
1003,75092,78840
1004,80814,96166
1005,32016,56726
1006,87534,59914
1007,12346,28081
1008,96590,52878
1009,47107,51271
1010,18502,45672
1011,41292,21214
1012,71660,97806
1013,71500,75088
1014,80935,17199
1015,65174,14829
1016,4791,59726
1017,30727,9598
1018,49105,38465
1019,65884,20295
1020,93239,73012
1021,95217,46123
1022,49870,54292
1023,53344,69168
1024,31816,29706
1025,39476,97777
1026,46983,90039
1027,52080,47536
1028,35706,78329
1029,90931,53106
1030,39405,50713
1031,31161,27940
1032,83122,61683
1033,56475,19202
1034,56471,88925
1035,6864,73112
1036,61016,20949
1037,90620,81728
1038,10887,73482
1039,40361,72767
1040,39527,17015
1041,2186,86270
1042,31251,86430
1043,79717,69776
1044,83245,93242
1045,68804,89259
1046,50914,88354
1047,29521,82906
1048,17029,69313
1049,86334,61362
1050,88176,75357
1051,92521,92513
1052,84412,71920
1053,67294,37218
1054,14077,84883
1055,69703,84192
1056,11256,26221
1057,72218,9853
1058,32828,26617
1059,34835,77553
1060,4836,98749
1061,79839,49833
1062,8138,24896
1063,62135,87900
1064,29465,10569
1065,37146,53208
1066,85254,23137
1067,35954,32818
1068,64753,14379
1069,45692,23540
1070,43942,22363
1071,51685,54893
1072,43222,61782
1073,89894,74305
1074,27600,38518
1075,48067,93231
1076,7731,99996
1077,59789,67658
1078,64590,32098
1079,44334,52010
1080,22344,11459
1081,94166,38571
1082,91388,25107
1083,97613,71236
1084,45235,17957
1085,8666,64720
1086,34180,9920
1087,92967,399
1088,83472,89818
1089,88056,96020
1090,26941,28710
1091,48178,63308
1092,71664,38606
1093,90759,76950
1094,34737,56090
1095,17985,15293
1096,59498,11864
1097,49161,45824
1098,54964,85453
1099,78596,32024
1100,49858,9470
1101,18665,75492
1102,14776,91978
1103,4035,86296
1104,10557,60157
1105,74974,43928
1106,40282,76736
1107,92779,44710
1108,77960,16856
1109,35268,66077
1110,40932,49909
1111,76918,5524
1112,11407,13051
1113,56563,46411
1114,54803,56250
1115,59350,39754
1116,62731,64021
1117,43215,42953
1118,46141,42441
1119,76012,10757
1120,25809,32191
1121,19329,61728
1122,44448,40261
1123,91454,75468
1124,45147,26976
1125,56118,12338
1126,14268,35117
1127,11987,11424
1128,54798,71379
1129,13938,32458
1130,98632,48885
1131,7430,83980
1132,84793,25965
1133,50401,82256
1134,19033,9454
1135,65052,46818
1136,12764,36981
1137,14521,18130
1138,62294,69907
1139,67571,5941
1140,6691,9585
1141,8542,46081
1142,47987,3974
1143,38958,51253
1144,88673,18911
1145,48317,79960
1146,92556,50889
1147,4540,9445
1148,51424,92546
1149,74957,72036
1150,5984,23397
1151,50816,18549
1152,1969,76042
1153,14775,26706
1154,59082,9961
1155,72757,22446
1156,66304,55668
1157,40026,51634
1158,93777,49669
1159,20650,77840
1160,83692,25169
1161,88155,54142
1162,67085,2062
1163,18495,64523
1164,31876,75183
1165,73118,1512
1166,6824,25343
1167,50437,66449
1168,11290,89093
1169,66050,73990
1170,98649,61133
1171,5641,77624
1172,57105,29812
1173,91390,66636
1174,65794,33774
1175,9447,62533
1176,71236,42504
1177,49280,13422
1178,33852,85885
1179,88914,14995
1180,75222,64603
1181,20173,92029
1182,92308,2033
1183,75869,68197
1184,25529,5721
1185,74337,64797
1186,64898,85055
1187,23880,73554
1188,7872,35922
1189,14200,53808
1190,85002,36044
1191,97202,70876
1192,64722,67371
1193,75069,7849
1194,16334,38062
1195,35319,90807
1196,97624,58392
1197,47105,79353
1198,12615,76407
1199,46489,9135
1200,97727,21424
1201,6064,11379
1202,31275,15755
1203,15890,45081
1204,28195,47841
1205,27842,42468
1206,23444,6154
1207,63272,44480
1208,4011,6801
1209,24323,62592
1210,80603,62500
1211,34240,8907
1212,22568,52759
1213,3433,3270
1214,56742,32372
1215,16565,29224
1216,2079,58509
1217,26534,29685
1218,5708,99567
1219,61309,52696
1220,14882,91162
1221,18409,33843
1222,77708,6103
1223,9805,9817
1224,15832,65441
1225,35835,30686
1226,39520,99886
1227,2920,50555
1228,66996,97783
1229,96884,24707
1230,38702,29774
1231,59078,13284
1232,68313,90530
1233,74891,31065
1234,93298,10051
1235,44144,65422
1236,41904,10770
1237,4618,37516
1238,75081,82867
1239,4066,86744
1240,4565,23953
1241,40934,78402
1242,42372,2381
1243,1503,23656
1244,68359,66542
1245,72192,30050
1246,39741,27125
1247,69664,31632
1248,25348,67669
1249,39496,19964
1250,9555,92121
1251,78067,29886
1252,44807,30460
1253,32671,41949
1254,90163,18842
1255,510,62193
1256,83271,96952
1257,47207,45901
1258,60607,98238
1259,89141,18630
1260,81771,25436
1261,396,84508
1262,62052,6054
1263,58207,98653
1264,44715,89019
1265,74883,61378
1266,28889,86762
1267,63501,30159
1268,75372,28263
1269,80732,23381
1270,95766,1299
1271,3949,22526
1272,65131,83689
1273,75687,93360
1274,27515,39965
1275,32086,22210
1276,21519,84264
1277,60933,12358
1278,27690,77554
1279,85859,91013
1280,20972,93376
1281,47288,42876
1282,60431,17036
1283,81635,54156
1284,13577,40182
1285,62581,39194
1286,40921,7206
1287,18514,91233
1288,26893,35158
1289,55454,94314
1290,7972,82837
1291,16832,40749
1292,34667,72957
1293,31478,20721
1294,66480,95438
1295,36934,89348
1296,48322,66254
1297,50528,50057
1298,39768,45246
1299,89644,63005
1300,51750,52451
1301,91529,489
1302,59875,88699
1303,80014,25920
1304,10757,95250
1305,55978,88409
1306,68653,28790
1307,67632,76808
1308,69994,28505
1309,4478,30290
1310,89117,48908
1311,14394,62361
1312,47361,77251
1313,74328,67638
1314,22913,36140
1315,24061,35593
1316,92836,96366
1317,55306,49752
1318,58701,64635
1319,85902,61470
1320,77600,37648
1321,4710,83080
1322,20630,8607
1323,72013,96726
1324,68508,85522
1325,76870,33416
1326,26582,6451
1327,67877,75553
1328,53741,1940
1329,80895,57509
1330,16730,92494
1331,88532,76644
1332,28026,95716
1333,93189,73710
1334,85131,75912
1335,20294,60381
1336,90162,33995
1337,44618,49825
1338,26163,87736
1339,51561,7305
1340,30839,69911
1341,2103,62452
1342,94956,24690
1343,26203,9158
1344,67902,90037
1345,71287,60914
1346,90973,92615
1347,72244,18610
1348,19735,68526
1349,2906,95000
1350,69262,17955
1351,81516,66629
1352,98943,50703
1353,54929,32591
1354,34829,46236
1355,67546,5085
1356,18590,74814
1357,89356,70498
1358,10993,6965
1359,96350,28832
1360,26251,88583
1361,67744,5432
1362,39558,71294
1363,33460,45952
1364,74944,20101
1365,71028,43192
1366,70927,53595
1367,73613,20169
1368,58939,89015
1369,68783,32735
1370,56161,9141
1371,30583,92650
1372,62192,8515
1373,42813,49885
1374,15733,99850
1375,41536,67788
1376,93232,36787
1377,12307,83589
1378,35130,24192
1379,4247,15383
1380,23141,83369
1381,68718,61006
1382,94178,61156
1383,65148,74885
1384,14997,50079
1385,34280,54785
1386,18733,1926
1387,57631,83556
1388,78717,36331
1389,2507,99467
1390,36810,78303
1391,17224,61640
1392,55212,81183
1393,381,64330
1394,69967,76274
1395,16350,85681
1396,77156,21270
1397,38020,48736
1398,79299,21216
1399,90385,27708
1400,87180,3178
1401,53264,83579
1402,2705,49204
1403,69689,72894
1404,180,447
1405,59560,47115
1406,8227,17317
1407,45257,23164
1408,99711,28492
1409,32100,88412
1410,91408,69060
1411,7840,93803
1412,71855,26503
1413,8136,90369
1414,69601,98748
1415,80666,97068
1416,81093,46814
1417,96890,94856
1418,4644,78533
1419,45054,41744
1420,51862,4017
1421,89077,57910
1422,12740,43925
1423,27995,71266
1424,81471,94222
1425,27354,86751
1426,2981,72064
1427,5398,59787
1428,90675,35939
1429,80583,29694
1430,26636,12183
1431,91896,9548
1432,79499,48444
1433,50840,3440
1434,59140,85229
1435,28838,93708
1436,55426,11541
1437,249,85199
1438,80074,33214
1439,1976,91369
1440,62827,89841
1441,40554,19985
1442,25319,9402
1443,50017,95687
1444,83572,87602
1445,54440,51603
1446,91433,15402
1447,24952,5840
1448,61131,20572
1449,18982,92095
1450,44143,42706
1451,96383,56237
1452,12207,35732
1453,76852,13159
1454,68302,19191
1455,35342,94320
1456,83782,3762
1457,42608,22215
1458,36548,32971
1459,50973,40664
1460,48659,49772
1461,32206,60012
1462,22532,18149
1463,35862,65184
1464,57360,23794
1465,68190,52740
1466,10628,20891
1467,32195,87522
1468,12824,23544
1469,61696,5257
1470,40216,24701
1471,14106,87525
1472,43513,17475
1473,17560,40964
1474,61865,65163
1475,8580,15756
1476,98388,54767
1477,53584,22635
1478,13547,18109
1479,79022,83520
1480,34139,23450
1481,66338,61555
1482,86392,25613
1483,4528,84641
1484,61726,3788
1485,48544,78188
1486,25491,80483
1487,87469,10702
1488,48855,43697
1489,64720,944
1490,18383,86034
1491,60013,47142
1492,29652,84774
1493,35619,1348
1494,7790,86812
1495,79615,51605
1496,14086,73981
1497,34188,70653
1498,66407,4088
1499,56899,95946
1500,17189,14734
1501,59342,29747
1502,43887,58923
1503,34492,50640
1504,58592,14851
1505,8478,79562
1506,94615,50544
1507,26328,35393
1508,49084,11385
1509,70144,41244
1510,36805,71774
1511,59382,83002
1512,97941,37295
1513,6806,28631
1514,70795,27673
1515,18320,71460
1516,67680,36834
1517,87819,96592
1518,78148,95116
1519,71160,62065
1520,73682,79438
1521,36664,98158
1522,35761,79613
1523,64433,82283
1524,76240,23472
1525,60252,5045
1526,19194,398
1527,49657,79710
1528,15317,1636
1529,60194,54938
1530,49479,16488
1531,43236,71233
1532,83837,4326
1533,99608,43570
1534,85140,68957
1535,48283,3454
1536,48293,4631
1537,93919,61239
1538,93554,7593
1539,68916,43888
1540,16311,91216
1541,5877,29121
1542,21059,51890
1543,3058,30327
1544,80273,36647
1545,96161,26910
1546,31744,63729
1547,64495,87636
1548,14815,49307
1549,2265,30363
1550,83136,83887
1551,8819,40281
1552,2901,25997
1553,85823,68885
1554,63145,38445
1555,38700,3297
1556,11189,61272
1557,73495,85385
1558,17415,37970
1559,49117,45819
1560,40585,77740
1561,584,88196
1562,45299,51684
1563,28368,56346
1564,18520,59124
1565,86580,83060
1566,37586,24855
1567,27341,56496
1568,46783,68186
1569,21230,59132
1570,6416,22923
1571,41689,18606
1572,91597,61065
1573,87935,61105
1574,72704,3179
1575,70337,50112
1576,48531,19382
1577,86696,46841
1578,40136,58581
1579,63096,26953
1580,5322,85941
1581,48381,84957
1582,44716,77574
1583,4805,47503
1584,94578,81240
1585,67494,63278
1586,16285,31429
1587,3273,44668
1588,18165,35874
1589,83329,50930
1590,33826,17683
1591,83225,24739
1592,9431,69686
1593,33798,50121
1594,19383,89923
1595,73640,99630
1596,66621,18458
1597,22940,22356
1598,80601,76450
1599,74806,56883
1600,98186,46528
1601,89384,15310
1602,83212,48749
1603,51178,19989
1604,15554,63341
1605,14863,82631
1606,59810,92002
1607,31233,22622
1608,89291,10049
1609,76205,6219
1610,80653,99521
1611,18733,56844
1612,90069,34853
1613,96919,70386
1614,14536,4047
1615,30153,40670
1616,44547,81240
1617,30188,52159
1618,79385,55778
1619,54875,51259
1620,27802,30437
1621,22474,97523
1622,65979,81473
1623,51757,84568
1624,46329,50226
1625,60707,31756
1626,3682,28876
1627,37847,44352
1628,67733,74106
1629,26718,10505
1630,86018,57392
1631,65171,33510
1632,39215,94183
1633,15264,42710
1634,76370,73806
1635,94069,14586
1636,5563,1897
1637,97518,7892
1638,95353,99227
1639,83154,69283
1640,26712,9705
1641,46143,63212
1642,8590,41143
1643,99297,15529
1644,99816,31869
1645,39040,78200
1646,81701,94899
1647,77811,3079
1648,99755,79859
1649,82950,65054
1650,63512,61291
1651,55273,16636
1652,18065,53569
1653,10651,69673
1654,32715,77943
1655,14339,31337
1656,1983,56048
1657,95026,61866
1658,95311,99546
1659,41535,13786
1660,9984,81366
1661,26103,74870
1662,43097,32948
1663,48293,5547
1664,1329,55623
1665,78160,4638
1666,68688,9065
1667,50405,57279
1668,40261,37274
1669,19072,23176
1670,76493,88071
1671,39860,17928
1672,71772,38060
1673,82851,7043
1674,60966,89455
1675,57470,22878
1676,84651,79263
1677,29954,61071
1678,50398,62795
1679,13623,27682
1680,57362,24254
1681,46534,3736
1682,20097,50394
1683,97233,32842
1684,64732,20582
1685,98996,67064
1686,95596,57641
